,day,date,nb_authors,place,room,ref,section,session,pres,invited,lentitle,year
10400,Tuesday,15 December 2015,11.0,Moscone West,2008,0.0,Biogeosciences,Microbial Controls of Biogeochemical Cycling,Oral,0.0,16.0,2015
10401,Wednesday,16 December 2015,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Mineral Dust Aerosols,Poster,0.0,18.0,2015
10402,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Complexities of Flow and Transport in Porous Media across Diverse Disciplines,Poster,0.0,10.0,2015
10404,Friday,18 December 2015,3.0,Moscone West,3002,0.0,Atmospheric Sciences,The Underappreciated Aerosol Coarse Mode,Oral,1.0,14.0,2015
10405,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Volcano-Hydrothermal Systems,Poster,0.0,19.0,2015
10407,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Natural Hazards,"Landslide Hazard, Vulnerability, and Risk Analysis",Poster,0.0,18.0,2015
10408,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Generation and Evolution of the Oceanic Lithosphere,Poster,0.0,3.0,2015
10410,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,The Hydrology–Vegetation–Climate Nexus,Poster,0.0,10.0,2015
10412,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"New Perspectives on CO2 Flow, Transport, and Long-Term Storage in Subsurface Reservoirs",Poster,0.0,14.0,2015
10414,Thursday,17 December 2015,7.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Wintertime Atmospheric Chemistry,Poster,0.0,14.0,2015
10415,Friday,18 December 2015,6.0,Moscone West,3006,0.0,Atmospheric Sciences,Constraining Biosphere-Atmosphere Exchange Processes using Remote-Sensing and In Situ Networks,Oral,0.0,8.0,2015
10418,Friday,18 December 2015,3.0,Moscone West,3004,0.0,Atmospheric Sciences,Convection across Scales,Oral,0.0,14.0,2015
10419,Thursday,17 December 2015,7.0,Moscone West,2020,0.0,Earth and Space Science Informatics,Data Visualization 1,Oral,0.0,7.0,2015
10420,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Volcano-Hydrothermal Systems,Poster,0.0,15.0,2015
10421,Thursday,17 December 2015,2.0,Moscone South,301,0.0,Mineral and Rock Physics,"Pore Fluids, Faulting, and (A)seismicity",Oral,0.0,6.0,2015
10422,Monday,14 December 2015,9.0,Moscone South,Poster Hall,0.0,Seismology,Induced and Triggered Earthquakes,Poster,0.0,18.0,2015
10423,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Natural Hazards,"Unmanned Aircraft Systems (UAS) for Earth Systems Monitoring, Natural Hazard Assessment, and Emergency Response",Poster,0.0,12.0,2015
10425,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Volcano-Hydrothermal Systems,Poster,0.0,13.0,2015
10428,Monday,14 December 2015,5.0,Moscone West,3010,0.0,Atmospheric Sciences,Air Quality Research,Poster,0.0,9.0,2015
10429,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,The Physics of Small-Scale Magnetic Flux Ropes throughout the Heliosphere,Poster,0.0,9.0,2015
10430,Tuesday,15 December 2015,1.0,Moscone West,3003,0.0,Global Environmental Change,High Elevation Climate Change,Oral,0.0,17.0,2015
10431,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,Ecological and Hydrological Resistance and Resilience,Poster,0.0,12.0,2015
10432,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Radiation Belt Dynamics in the Earth's Inner Zone and Slot Region,Poster,0.0,21.0,2015
10433,Friday,18 December 2015,4.0,Moscone South,302,0.0,Tectonophysics,"Characterizing Fault Zones in Space, Time, Temperature, and Texture",Poster,0.0,4.0,2015
10434,Thursday,17 December 2015,4.0,Moscone South,300,0.0,Mineral and Rock Physics,Fractures and Fracturing in Chemically Reactive Environment,Oral,1.0,12.0,2015
10435,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Remote Sensing of CO2 and CH4 from Space,Poster,0.0,8.0,2015
10436,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Tectonophysics,"Active Tectonics, Earthquake Geology, and Surface Processes in South and East Asia",Poster,0.0,10.0,2015
10437,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","Eruptive Processes and Watery Hazards of ""Wet"" Volcanoes on Land, in the Sea, or under Ice",Poster,0.0,18.0,2015
10439,Tuesday,15 December 2015,6.0,Moscone West,2020,0.0,Earth and Space Science Informatics,"Agile Curation, Data Access and Infrastructure, and Data Layers",Oral,0.0,8.0,2015
10441,Friday,18 December 2015,6.0,Moscone West,2008,0.0,Biogeosciences,Climatic Controls on Vegetation Dynamics in Tropical Forests,Oral,1.0,19.0,2015
10442,Monday,14 December 2015,17.0,Moscone West,2004,0.0,Biogeosciences,Macrosystems Ecology,Oral,1.0,12.0,2015
10446,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,State of the Earth's Core,Poster,0.0,13.0,2015
10447,Wednesday,16 December 2015,5.0,Moscone West,3024,0.0,Near Surface Geophysics,Advances in Exploration Geophysics,Oral,0.0,15.0,2015
10449,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Biogeosciences,Vulnerability of Permafrost Carbon to Climate Change,Poster,0.0,17.0,2015
10450,Wednesday,16 December 2015,9.0,Moscone West,3005,0.0,Cryosphere,Processes and Properties of Arctic and Antarctic Sea Ice and Its Snow Cover,Poster,0.0,7.0,2015
10451,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Remote Sensing of the Magnetospheric Processes from Auroral Observations,Poster,0.0,19.0,2015
10452,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Hydrology,Remote Sensing Applications for Water Resources Management,Poster,0.0,13.0,2015
10453,Monday,14 December 2015,12.0,Moscone South,Poster Hall,0.0,Cryosphere,Advances in Our Understanding of Processes at the Beds of Glaciers and Ice Sheets,Poster,0.0,25.0,2015
10454,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Magma Channelization across the Solar System,Poster,0.0,18.0,2015
10455,Friday,18 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Precipitation, Weather, and Climate",Poster,0.0,14.0,2015
10456,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Recent Advances in Understanding the Magnetospheric Waves and Their Effects on Energetic Particles,Poster,0.0,20.0,2015
10457,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Global Environmental Change,"Climate Variability and the African Environment, Water Resources, and Food Security",Poster,0.0,8.0,2015
10458,Tuesday,15 December 2015,12.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Mashup of Heterogeneous Data Systems for Better Data Integration,Poster,0.0,12.0,2015
10459,Thursday,17 December 2015,7.0,Moscone South,302,0.0,Tectonophysics,Active Tectonics and the Earthquake Cycle,Oral,0.0,18.0,2015
10460,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric and Space Electricity,The Meteorology and Climatology of Lightning and General Contributions,Poster,0.0,11.0,2015
10462,Monday,14 December 2015,2.0,Moscone West,3012,0.0,Hydrology,"Efficient Diagnostics, Sensitivity, and Uncertainty Analysis of Complex Environmental Models",Oral,0.0,13.0,2015
10463,Monday,14 December 2015,19.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,The Impacts of Energy Production and Use on Air Quality and Climate,Poster,0.0,14.0,2015
10464,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Education,Bright STaRS,Poster,0.0,10.0,2015
10465,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Tectonophysics,State of the Art in Computational Geoscience,Poster,0.0,5.0,2015
10466,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Understanding and Attributing Extreme Weather Events and Their Impacts across Actors and Spatial Scales,Poster,0.0,12.0,2015
10467,Thursday,17 December 2015,7.0,Moscone West,3002,0.0,Atmospheric Sciences,Wildfire in a Changing World,Oral,1.0,18.0,2015
10468,Tuesday,15 December 2015,6.0,Moscone West,3012,0.0,Atmospheric Sciences,Greenhouse Gas Measurements Using Active Optical Remote Sensing,Oral,1.0,17.0,2015
10469,Wednesday,16 December 2015,6.0,Moscone West,3018,0.0,Hydrology,Uranium Mobility in the Environment,Poster,0.0,18.0,2015
10470,Wednesday,16 December 2015,6.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Geocuration,Poster,0.0,4.0,2015
10471,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Global Environmental Change,The NASA Public Health and Air Quality Application Program,Poster,0.0,16.0,2015
10472,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Enceladus,Poster,0.0,3.0,2015
10473,Friday,18 December 2015,23.0,Moscone West,3006,0.0,Atmospheric Sciences,Constraining Biosphere-Atmosphere Exchange Processes using Remote-Sensing and In Situ Networks,Oral,0.0,13.0,2015
10474,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Global Environmental Change,"Climate Variability and the African Environment, Water Resources, and Food Security",Poster,0.0,7.0,2015
10475,Friday,18 December 2015,7.0,Moscone South,Poster Hall,0.0,Tectonophysics,"Tectonic, Magmatic, and Geodynamic Studies of Extensional Processes",Poster,0.0,7.0,2015
10476,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Integrating Kinetic and Extended MHD Effects in Global Simulations,Poster,0.0,12.0,2015
10478,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Recent Advances in Understanding the Magnetospheric Waves and Their Effects on Energetic Particles,Poster,0.0,22.0,2015
10479,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Public Affairs,Climate Research to Applications,Poster,0.0,22.0,2015
10480,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"Evapotranspiration, Evaporative Demand, and Droughts",Poster,0.0,21.0,2015
10481,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Education,Climate Literacy in Multidisciplinary Higher Education,Poster,0.0,9.0,2015
10482,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,"Taking Smallsats to the Next Level, Enabling New Science",Poster,0.0,10.0,2015
10484,Friday,18 December 2015,4.0,Moscone West,3006,0.0,Atmospheric Sciences,Frontiers of the Radiation Parameterizations in the Climate and Weather Models,Poster,0.0,16.0,2015
10485,Thursday,17 December 2015,7.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Vertical Coupling of the Lower Atmosphere to the Thermosphere-Ionosphere System,Poster,0.0,12.0,2015
10486,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Improving Clouds and Water Vapor Simulations in Climate Models and Observing System Simulation Experiments,Poster,0.0,12.0,2015
10487,Friday,18 December 2015,1.0,Moscone South,305,0.0,Seismology,Geophysical Methods for Global Security,Oral,1.0,9.0,2015
10488,Friday,18 December 2015,6.0,Moscone South,300,0.0,"Volcanology, Geochemistry and Petrology",Highly Siderophile and Strongly Chalcophile Elements in High-Temperature Geochemistry and Cosmochemistry,Oral,0.0,18.0,2015
10490,Thursday,17 December 2015,9.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Wintertime Atmospheric Chemistry,Poster,0.0,10.0,2015
10491,Monday,14 December 2015,9.0,Moscone South,Poster Hall,0.0,Natural Hazards,New Ideas and Best Practices in Climate Change Adaptation and Hydrological Hazard Risk Mitigation and Disaster Response and Recovery,Poster,0.0,9.0,2015
10492,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Air Quality Research,Poster,0.0,21.0,2015
10494,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Geomagnetism and Paleomagnetism,Geomagnetism and Paleomagnetism General Contributions,Poster,0.0,32.0,2015
10495,Thursday,17 December 2015,7.0,Moscone West,3005,0.0,Cryosphere,Modeling Snow and Streamflow for Water Supply Forecasts from Mountain Basins in a Rapidly Changing Climate,Oral,0.0,15.0,2015
10496,Wednesday,16 December 2015,1.0,Moscone West,3002,0.0,Atmospheric Sciences,Atmospheric Sciences New Fellows Lectures,Oral,0.0,6.0,2015
10497,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Improved Understanding of the Surface Energy Balance and the Spatiotemporal Variation of Its Components,Poster,0.0,15.0,2015
10498,Thursday,17 December 2015,2.0,Moscone West,2020,0.0,Earth and Space Science Informatics,Data Visualization 2,Poster,0.0,11.0,2015
10499,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Geocuration,Poster,0.0,9.0,2015
10500,Monday,14 December 2015,5.0,Moscone West,3024,0.0,Hydrology,"Nonpoint Source Flux Impact on Groundwater, Vadose Zone, and Surface Waters",Oral,0.0,14.0,2015
10501,Wednesday,16 December 2015,7.0,Moscone West,2004,0.0,Biogeosciences,Biosphere-Atmosphere Greenhouse Gas Fluxes in Terrestrial Ecosystems,Oral,0.0,11.0,2015
10503,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Global Perspectives on Atmospheric Rivers, Tropical Moisture Exports, and Other Pathways of Water Vapor Transport",Poster,0.0,12.0,2015
10504,Thursday,17 December 2015,6.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",The Tempo of Continental Flood Basalt Eruptions,Poster,0.0,19.0,2015
10505,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Across the Scales,Poster,0.0,14.0,2015
10506,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Natural Wetlands and Open Waters in the Global Methane Cycle,Poster,0.0,15.0,2015
10509,Tuesday,15 December 2015,4.0,Moscone South,309,0.0,Natural Hazards,Marine Geohazards,Oral,1.0,11.0,2015
10512,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,Conventional and Enhanced Geothermal Systems,Poster,0.0,14.0,2015
10513,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,148.0,Atmospheric Sciences,Tropospheric Chemistry-Climate-Biosphere Interactions,Poster,0.0,17.0,2015
10514,Monday,14 December 2015,2.0,Moscone West,3010,0.0,Atmospheric Sciences,Air Quality Research,Oral,0.0,6.0,2015
10515,Monday,14 December 2015,9.0,Moscone West,3014,0.0,SPA-Magnetospheric Physics,Fifty Years of Space Weather Forecasting,Oral,1.0,11.0,2015
10516,Thursday,17 December 2015,11.0,Moscone West,3003,0.0,Global Environmental Change,"Climate Variability and the African Environment, Water Resources, and Food Security",Oral,0.0,9.0,2015
10517,Wednesday,16 December 2015,7.0,Moscone South,Poster Hall,0.0,Seismology,Seismology Contributions,Poster,0.0,18.0,2015
10518,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Global Eyes on the New Arctic,Poster,0.0,8.0,2015
10520,Tuesday,15 December 2015,1.0,Moscone West,3005,0.0,Cryosphere,Physical and Chemical Air-Snow-Ice Interactions,Oral,0.0,10.0,2015
10521,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Tectonophysics,"From the Seismic Cycle to Geological Timescales, How Do Subduction Processes that Can Possibly Modify the Megathrust Geometry and Mechanical Properties Control the Tectonic Evolution and Deformation of Active Margins and the Subduction Seismic Behavior?",Poster,0.0,12.0,2015
10522,Tuesday,15 December 2015,8.0,Moscone West,2004,0.0,Biogeosciences,Biosphere-Atmosphere Greenhouse Gas Fluxes in Terrestrial Ecosystems,Oral,0.0,24.0,2015
10523,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Tectonophysics,Marine Sedimentary Records of Climate-Tectonic Interactions,Poster,0.0,27.0,2015
10524,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Volcano-Hydrothermal Systems,Poster,0.0,23.0,2015
10528,Friday,18 December 2015,2.0,Moscone West,3022,0.0,Hydrology,Remote Sensing Applications for Water Resources Management,Oral,0.0,13.0,2015
10529,Monday,14 December 2015,6.0,Moscone South,304,0.0,Tectonophysics,Subduction across Scales,Oral,0.0,17.0,2015
10530,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"Flow, Mixing, and Reaction",Poster,0.0,14.0,2015
10531,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Hydrology,"Global Precipitation Measurement, Validation, and Applications",Poster,0.0,12.0,2015
10533,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,Ecological and Hydrological Resistance and Resilience,Poster,0.0,14.0,2015
10534,Tuesday,15 December 2015,8.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,The Underappreciated Aerosol Coarse Mode,Poster,0.0,13.0,2015
10535,Thursday,17 December 2015,7.0,Moscone West,3002,0.0,Atmospheric Sciences,Advances in Atmospheric Aerosol and Cloud Characterization,Oral,0.0,14.0,2015
10536,Monday,14 December 2015,2.0,Moscone South,301,0.0,Study of Earth's Deep Interior,Seismic Anisotropy across Scales in the Mantle,Poster,0.0,13.0,2015
10538,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Biogeosciences,(Bio-Isotopic) Message in a (Rock Record) Bottle,Poster,0.0,7.0,2015
10539,Monday,14 December 2015,1.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,Reconstructing the Secular Variation of the Earth's Magnetic Field in the Past,Oral,1.0,7.0,2015
10540,Thursday,17 December 2015,9.0,Moscone West,3002,0.0,Cryosphere,"Hydrology of Glaciers, Ice Caps, and Ice Sheets in Past, Present, and Future Climates",Oral,0.0,15.0,2015
10541,Thursday,17 December 2015,11.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Near Real Time Data for Earth Science and Space Weather Applications,Poster,0.0,11.0,2015
10542,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Seismology,The M7.8 25 April 2015 Nepal Earthquake,Poster,0.0,25.0,2015
10543,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,Crustal Structure and Evolution across the Continental United States from 10 Years of Earthscope Investigations,Poster,0.0,9.0,2015
10545,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Seismology,From Science to Societal Impact,Poster,0.0,19.0,2015
10546,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Improved Understanding of the Surface Energy Balance and the Spatiotemporal Variation of Its Components,Poster,0.0,22.0,2015
10547,Tuesday,15 December 2015,5.0,Moscone West,2012,0.0,Paleoceanography and Paleoclimatology,Demystifying the Miocene-Pliocene,Oral,1.0,13.0,2015
10548,Friday,18 December 2015,3.0,Moscone West,2010,0.0,Paleoceanography and Paleoclimatology,Astronomical Forcing of Past Climate,Poster,1.0,10.0,2015
10549,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Advances in Atmospheric Remote Sensing Techniques and Theories,Poster,0.0,19.0,2015
10551,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Innovative Approaches to Deciphering Metamorphic Processes,Poster,0.0,19.0,2015
10552,Tuesday,15 December 2015,16.0,Moscone West,3010,0.0,Atmospheric Sciences,Arctic Tropospheric Composition,Oral,0.0,11.0,2015
10554,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Education,Bright STaRS,Poster,0.0,13.0,2015
10555,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Advances in Instrumentation and Methods for Atmospheric Chemistry,Poster,0.0,10.0,2015
10556,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Biomarkers in Paleoclimate,Poster,0.0,5.0,2015
10558,Tuesday,15 December 2015,3.0,Moscone West,3012,0.0,Atmospheric Sciences,Data Assimilation and Inverse Modeling for Atmospheric Composition Applications,Oral,1.0,12.0,2015
10559,Wednesday,16 December 2015,12.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Atmospheric Methane’s Global Budget,Poster,0.0,10.0,2015
10560,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Biogeosciences,Quantifying Biogeochemical Sources and Transformations in Estuaries and Deltas,Poster,0.0,14.0,2015
10561,Thursday,17 December 2015,8.0,Moscone West,2024,0.0,Planetary Sciences,Exploring the Kuiper Belt,Oral,0.0,11.0,2015
10562,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,International Critical Zone Research,Poster,0.0,9.0,2015
10563,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,Characterizing Cratons and Craton Margins,Poster,0.0,28.0,2015
10564,Thursday,17 December 2015,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Tropospheric Chemistry-Climate-Biosphere Interactions,Poster,0.0,15.0,2015
10565,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Biogeosciences,Hydrate-Bearing Sediments,Poster,0.0,17.0,2015
10568,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"Flow, Mixing, and Reaction",Poster,0.0,11.0,2015
10569,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Water Resources Management and Policy in a Changing World,Poster,0.0,9.0,2015
10570,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Public Affairs,"Nature and Humans, Economics and Law, Micromotivators and Macrobehaviors, the Anthropocene and the Technosphere",Poster,0.0,10.0,2015
10571,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,Water Quality and Water Contamination in Rivers,Poster,0.0,11.0,2015
10572,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Arctic Tropospheric Composition,Poster,0.0,8.0,2015
10573,Wednesday,16 December 2015,3.0,Moscone South,307,0.0,Seismology,Theoretical and Practical Advancements on Seismic Interferometry and Ambient Noise,Poster,0.0,15.0,2015
10575,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Using Current Chemistry and Mineralogy Data to Guide Future Discoveries from Mars 2020,Poster,0.0,14.0,2015
10576,Wednesday,16 December 2015,1.0,Moscone West,3024,0.0,Near Surface Geophysics,Advances in Exploration Geophysics,Oral,0.0,7.0,2015
10577,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Atmospheric Methane’s Global Budget,Poster,0.0,15.0,2015
10578,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Education,Bright STaRS,Poster,0.0,11.0,2015
10579,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Instrument Characterization and Calibration for Climate and Environmental Measurements,Poster,0.0,12.0,2015
10580,Thursday,17 December 2015,4.0,Moscone West,2008,0.0,Biogeosciences,New Perspectives in Land Ecosystem Atmosphere Processes Research,Oral,0.0,7.0,2015
10581,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric and Space Electricity,"Ionospheric Modification by Lightning, Solar Flux, and Active Experiments",Poster,0.0,7.0,2015
10582,Tuesday,15 December 2015,7.0,Moscone South,Poster Hall,0.0,Biogeosciences,Understanding Phenology across Scales and Improving Linkages to Ecosystem Functions,Poster,0.0,15.0,2015
10583,Tuesday,15 December 2015,6.0,Moscone South,305,0.0,Seismology,Geophysical Monitoring for Geologic Carbon Storage,Poster,0.0,16.0,2015
10584,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Education,Assessment and Research in Online and Virtual Science Learning Environments,Poster,0.0,15.0,2015
10586,Wednesday,16 December 2015,5.0,Moscone West,2012,0.0,Paleoceanography and Paleoclimatology,Advanced Understanding of Tropical Hydroclimate Changes during the Last Pleistocene and Holocene,Poster,0.0,15.0,2015
10587,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Global Environmental Change,The NASA Public Health and Air Quality Application Program,Poster,0.0,14.0,2015
10589,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Volatile Distribution and Cycling in the Mantle,Poster,0.0,10.0,2015
10591,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Secondary Mineralization in Bedrock,Poster,0.0,17.0,2015
10592,Monday,14 December 2015,6.0,Moscone South,103,0.0,"Volcanology, Geochemistry and Petrology",The Earth's Geodynamic Carbon Cycle,Oral,0.0,12.0,2015
10593,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Biogeosciences,Organic Matter as an Integrated Signal of Climate and Land Use Change from Source to Sea,Poster,0.0,21.0,2015
10594,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Modeling and Observations of Coupled Biophysical Processes in Terrestrial and Aquatic Environments across Scales,Poster,0.0,15.0,2015
10595,Monday,14 December 2015,3.0,Moscone West,2004,0.0,Biogeosciences,Macrosystems Ecology,Poster,0.0,12.0,2015
10596,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Atmospheric Circulations and Their Role in the Hydrological Cycle,Poster,0.0,10.0,2015
10598,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Solar Spectral Irradiance,Poster,0.0,23.0,2015
10599,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Education,"Frontiers in Student and Public Engagement in Earth and Space Science using Scientific Practices, Cross-Cutting Concepts, and Multicultural Pedagogical Approaches",Poster,1.0,10.0,2015
10600,Wednesday,16 December 2015,6.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Advanced Understanding of Tropical Hydroclimate Changes during the Last Pleistocene and Holocene,Poster,0.0,13.0,2015
10601,Friday,18 December 2015,6.0,Moscone South,309,0.0,Natural Hazards,Natural Hazards Research and Mitigation,Poster,0.0,7.0,2015
10602,Monday,14 December 2015,6.0,Moscone West,2003,0.0,Earth and Planetary Surface Processes,Submarine Landslides and Their Consequences,Oral,0.0,18.0,2015
10603,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Hydrologic Data Assimilation,Poster,0.0,15.0,2015
10604,Thursday,17 December 2015,6.0,Moscone West,3022,0.0,Hydrology,Hot Spots and Hot Moments at System Interfaces,Poster,1.0,17.0,2015
10606,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Geomagnetism and Paleomagnetism,Reconstructing the Secular Variation of the Earth's Magnetic Field in the Past,Poster,0.0,15.0,2015
10608,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Tectonophysics,Multidisciplinary Constraints on the Rheology and Dynamics of the Lithosphere and Asthenosphere,Poster,0.0,11.0,2015
10609,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Nonlinear Geophysics,Hydrologic Dynamics and Analytics,Poster,0.0,9.0,2015
