,day,date,nb_authors,place,room,ref,section,session,pres,invited,lentitle,year
5583,Friday,18 December 2015,3.0,Moscone West,3018,0.0,Hydrology,Risk Assessment and Monitoring Techniques for Geological CO2 Sequestration,Oral,0.0,20.0,2015
5584,Thursday,17 December 2015,6.0,Moscone West,2016,0.0,SPA-Aeronomy,Medium- and Fine-Scale Ionospheric Structure,Oral,0.0,20.0,2015
5585,Tuesday,15 December 2015,1.0,Moscone West,3024,0.0,Near Surface Geophysics,The Curse of Dimensionality in the Age of Big Data,Oral,1.0,15.0,2015
5586,Wednesday,16 December 2015,11.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Energy Budget of Ionosphere-Thermosphere during Geomagnetic Storms,Poster,0.0,10.0,2015
5587,Thursday,17 December 2015,5.0,Moscone West,2007,0.0,Planetary Sciences,"The Science of Exploration as Enabled by the Moon, Near Earth Asteroids, and the Moons of Mars",Poster,0.0,10.0,2015
5588,Tuesday,15 December 2015,1.0,Moscone West,3016,0.0,Hydrology,Conventional and Enhanced Geothermal Systems,Oral,0.0,18.0,2015
5589,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Ionosphere-Thermosphere Coupling at Low Latitudes,Poster,0.0,21.0,2015
5591,Friday,18 December 2015,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Atmospheric Sensing with UAVs and Nanosatellites,Poster,0.0,14.0,2015
5593,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Hydrology,"Advances in Watershed Modeling of Hydrology, Sediment, and Nutrients",Poster,0.0,8.0,2015
5594,Wednesday,16 December 2015,2.0,Moscone West,3008,0.0,Atmospheric Sciences,Regional Climate Modeling,Oral,0.0,9.0,2015
5595,Monday,14 December 2015,14.0,Moscone South,Poster Hall,0.0,Education,"Engaging Undergraduates in Learning about the Earth, Oceans, and Atmospheric Sciences through NSF Educational Funding Programs",Poster,0.0,17.0,2015
5598,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Hydrology,Metamodeling and Surrogate Modeling,Poster,0.0,15.0,2015
5599,Thursday,17 December 2015,2.0,Moscone West,3011,0.0,Hydrology,Advances in Hydroclimatology and Climate Change,Oral,1.0,17.0,2015
5600,Friday,18 December 2015,7.0,Moscone West,2008,0.0,Biogeosciences,Inland Waters as Dynamic Foci in Climate Systems,Oral,0.0,4.0,2015
5601,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Tectonophysics,Orogenic Evolution from the Middle Crust to Earth's Surface,Poster,0.0,18.0,2015
5602,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Tectonophysics,Geologic and Geodynamic Evolution of the Arctic Region,Poster,0.0,11.0,2015
5603,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,Crustal and Mantle Deformation and Metamorphism,Poster,0.0,17.0,2015
5604,Tuesday,15 December 2015,1.0,Moscone West,3005,0.0,Global Environmental Change,Global Change Scenarios for the United States,Oral,0.0,6.0,2015
5605,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Decoding Paleoenvironmental Proxies,Poster,0.0,14.0,2015
5606,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Fundamental Physics of the Solar Corona and Inner Heliosphere,Poster,0.0,12.0,2015
5607,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Decoding Paleoenvironmental Proxies,Poster,0.0,20.0,2015
5608,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Biogeosciences,Novel Approaches for Moving Beyond Plant Functional Types and Considering Future Vegetation Distributions,Poster,0.0,8.0,2015
5609,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Natural Hazards,Flood Risk Management in a Changing World,Poster,0.0,18.0,2015
5610,Friday,18 December 2015,5.0,Moscone South,Poster Hall,0.0,Global Environmental Change,"Stream Hydrology, Stream Temperature, Water Quality, and Aquatic Habitats under Climatic Variability and Change",Poster,0.0,9.0,2015
5614,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Multiscale Dependency and Uncertainty in Modeling of Surface and Subsurface Environments,Poster,0.0,13.0,2015
5615,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Evolution of Solar Wind Transients through the Heliosphere and Associated Space Weather Effects,Poster,0.0,17.0,2015
5616,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Biogeosciences,Mapping and Monitoring Terrestrial Vegetation Carbon Stocks and Fluxes,Poster,0.0,20.0,2015
5617,Monday,14 December 2015,13.0,Moscone West,3024,0.0,Hydrology,"Nonpoint Source Flux Impact on Groundwater, Vadose Zone, and Surface Waters",Oral,0.0,10.0,2015
5618,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Air Quality Research,Poster,0.0,8.0,2015
5619,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Understanding and Attributing Greenhouse Gas Fluxes from Urban Systems and Major Hotspots,Poster,0.0,20.0,2015
5620,Tuesday,15 December 2015,3.0,Moscone West,3012,0.0,Atmospheric Sciences,Advances in Atmospheric Remote Sensing Techniques and Theories,Poster,0.0,15.0,2015
5621,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Tectonophysics,Scientific Advances from Subduction Zone Observatories,Poster,0.0,10.0,2015
5622,Wednesday,16 December 2015,4.0,Moscone West,3008,0.0,Atmospheric Sciences,Effects of Aerosol on the Variability of Cloud Properties and Precipitation,Poster,0.0,10.0,2015
5623,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,Biogeosciences,Reducing Uuncertainty in Terrestrial Feedbacks to Climate Change through Global Change Experiments and Models,Poster,0.0,15.0,2015
5624,Friday,18 December 2015,5.0,Moscone West,2008,0.0,Biogeosciences,Integrating In Situ and Remote Sensing Observations of the Terrestrial Biosphere to Provide Insights into Earth System Function,Oral,0.0,5.0,2015
5625,Friday,18 December 2015,4.0,Moscone South,309,0.0,Natural Hazards,Advances in Remote Sensing of Natural Hazards,Oral,1.0,15.0,2015
5626,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Intraseasonal to Decadal Climate Variability, Prediction, and Predictability Associated with Land-Atmosphere Interactions",Poster,0.0,13.0,2015
5627,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Africa GHG,Poster,1.0,16.0,2015
5628,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Seismology,Infrasound from Ground to Space,Poster,0.0,10.0,2015
5631,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Cloud-Scale Processes,Poster,0.0,12.0,2015
5632,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,Subduction across Scales,Poster,0.0,14.0,2015
5636,Monday,14 December 2015,3.0,Moscone South,104,0.0,Nonlinear Geophysics,Fracking/Hydraulic Fracturing,Oral,0.0,14.0,2015
5637,Tuesday,15 December 2015,3.0,Moscone West,3018,0.0,Hydrology,Energy Development and Storage in the Subsurface,Oral,0.0,11.0,2015
5638,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Tropical Cyclones and Climate on All Timescales,Poster,0.0,12.0,2015
5639,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Natural Hazards,"Characterization of Asteroids, Risk Assessment, and Planetary Defense",Poster,0.0,20.0,2015
5640,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"Predictions, Models, and Hydrological Information",Poster,0.0,13.0,2015
5641,Thursday,17 December 2015,6.0,Moscone South,Poster Hall,0.0,Hydrology,Persistent Problems in Multiphase Flow and Transport in Porous Media,Poster,0.0,13.0,2015
5642,Tuesday,15 December 2015,1.0,Moscone South,103,0.0,Public Affairs,What It Means to be a Geoscientist,Oral,0.0,9.0,2015
5644,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Fog,Poster,0.0,23.0,2015
5645,Friday,18 December 2015,7.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Volcano-Atmosphere Interactions,Poster,0.0,13.0,2015
5646,Friday,18 December 2015,9.0,Moscone West,2009,0.0,Planetary Sciences,Using Current Chemistry and Mineralogy Data to Guide Future Discoveries from Mars 2020,Oral,0.0,13.0,2015
5647,Friday,18 December 2015,3.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,Refilling of the Plasmasphere,Oral,0.0,6.0,2015
5648,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,Remote Sensing Applications for Water Resources Management,Poster,0.0,11.0,2015
5649,Thursday,17 December 2015,17.0,Moscone West,2002,0.0,Geodesy,Mass Transport and Mass Distribution in the Earth System,Oral,1.0,21.0,2015
5650,Wednesday,16 December 2015,1.0,Moscone South,304,0.0,Tectonophysics,Oceanic and Arc Lithospheres,Oral,0.0,12.0,2015
5651,Tuesday,15 December 2015,1.0,Moscone West,2016,0.0,SPA-Aeronomy,Geospace Disturbances during Recent Solar Storms,Oral,0.0,16.0,2015
5652,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"Evapotranspiration, Evaporative Demand, and Droughts",Poster,0.0,7.0,2015
5653,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Biogeosciences,Vulnerability of Permafrost Carbon to Climate Change,Poster,0.0,13.0,2015
5655,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Biogeosciences,"New Mechanisms, Feedbacks, and Approaches for Improving Predictions of the Global Carbon Cycle in Earth System Models",Poster,0.0,14.0,2015
5656,Wednesday,16 December 2015,6.0,Moscone West,2016,0.0,SPA-Aeronomy,Vertical Coupling of the Lower Atmosphere to the Thermosphere-Ionosphere System,Oral,1.0,22.0,2015
5657,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Fluvial Morphodynamics,Poster,0.0,8.0,2015
5658,Friday,18 December 2015,6.0,Moscone South,Poster Hall,0.0,Hydrology,Modeling the Critical Zone,Poster,0.0,8.0,2015
5659,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Constraints on Heterogeneities in Earth's Mantle,Poster,0.0,16.0,2015
5660,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Natural Wetlands and Open Waters in the Global Methane Cycle,Poster,0.0,10.0,2015
5661,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Earth System Change from Space,Poster,0.0,16.0,2015
5662,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Seismology,Earthquake Source Studies,Poster,0.0,17.0,2015
5663,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Flare/CME Coupling from the Corona to the Deep Solar Interior,Poster,0.0,7.0,2015
5664,Monday,14 December 2015,8.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,Understanding the Dynamic Loss of Earth's Radiation Belts,Oral,1.0,10.0,2015
5665,Monday,14 December 2015,3.0,Moscone West,3003,0.0,Global Environmental Change,Dating the Anthropocene,Poster,1.0,11.0,2015
5666,Wednesday,16 December 2015,7.0,Moscone South,Poster Hall,470.0,Earth and Planetary Surface Processes,International Critical Zone Research,Poster,0.0,17.0,2015
5667,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Tectonophysics,Diversity of Fault Slip Modes and the Interplay between Seismic and Aseismic Behavior of Faults,Poster,0.0,16.0,2015
5668,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Styles of Volcanism,Poster,0.0,15.0,2015
5669,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Hydrology,"Emerging Issues in Ecohydrology, Agricultural Systems, Land Use Change, and Climate Change in the Tropics",Poster,0.0,17.0,2015
5670,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Education,Climate Literacy,Poster,0.0,7.0,2015
5671,Tuesday,15 December 2015,2.0,Moscone West,3009,0.0,Ocean Sciences,Fluid Migration and Gas Hydrate Systems in Continental Margins,Oral,0.0,8.0,2015
5672,Thursday,17 December 2015,16.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Jove You Inside Out,Poster,0.0,15.0,2015
5673,Wednesday,16 December 2015,2.0,Moscone West,2004,0.0,Biogeosciences,Urban Areas and Global Change,Poster,0.0,8.0,2015
5674,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Tropical and Midlatitude Convective Storm Systems and Their Roles in Weather and Climate,Poster,0.0,9.0,2015
5675,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Biogeosciences,Integrating Remote Sensing Observations and Eddy Covariance Observations,Poster,0.0,11.0,2015
5676,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Geomagnetism and Paleomagnetism,"Illuminating Crustal Structure, Hazards, and Resources",Poster,0.0,9.0,2015
5678,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Carbon Monitoring Systems Research and Applications,Poster,0.0,10.0,2015
5679,Wednesday,16 December 2015,7.0,Moscone West,2016,0.0,SPA-Aeronomy,Interhemispheric Differences in High-Latitude Geospace,Oral,1.0,10.0,2015
5680,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Hydrology,Remote Sensing Applications for Water Resources Management,Poster,0.0,13.0,2015
5681,Monday,14 December 2015,4.0,Moscone West,2016,0.0,SPA-Aeronomy,Atmospheric Gravity Wave Dynamics and Vertical Coupling from Their Sources to Their Altitudes of Dissipation,Oral,0.0,9.0,2015
5682,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Biogeosciences,Microbial Carbon Cycling and Organic Proxies in the Continental Margin,Poster,0.0,12.0,2015
5683,Monday,14 December 2015,3.0,Moscone West,2005,0.0,Earth and Planetary Surface Processes,Experimental Studies in Surface Processes,Oral,0.0,12.0,2015
5684,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Tectonophysics,Rifts and Passive Margins,Poster,0.0,13.0,2015
5685,Wednesday,16 December 2015,5.0,Moscone West,3024,0.0,Near Surface Geophysics,Advances in Exploration Geophysics,Oral,0.0,12.0,2015
5686,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Air Quality Research,Poster,0.0,11.0,2015
5687,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Ocean Sciences,Follow the Fluids,Poster,0.0,12.0,2015
5688,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",The Secret Life of Minerals,Poster,0.0,7.0,2015
5689,Friday,18 December 2015,3.0,Moscone South,309,0.0,Natural Hazards,Advances in Remote Sensing of Natural Hazards,Poster,0.0,13.0,2015
5690,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Solar and Heliospheric Physics General Contributions,Poster,0.0,15.0,2015
5691,Tuesday,15 December 2015,13.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","Volcanology, Geochemistry, and Petrology General Contributions",Poster,0.0,8.0,2015
5693,Tuesday,15 December 2015,14.0,Moscone West,3018,0.0,Hydrology,"Hydrocarbon Multiphase, Multiscale Flow, and Transport Characterization in Porous Media",Oral,0.0,9.0,2015
5694,Thursday,17 December 2015,2.0,Moscone West,3006,0.0,Atmospheric Sciences,Cloud Observations and Uncertainties,Oral,0.0,15.0,2015
5695,Wednesday,16 December 2015,2.0,Moscone West,3012,0.0,Atmospheric Sciences,High-Resolution Climate Modeling,Oral,0.0,18.0,2015
5696,Wednesday,16 December 2015,8.0,Moscone South,Poster Hall,0.0,Cryosphere,Modeling Snow and Streamflow for Water Supply Forecasts from Mountain Basins in a Rapidly Changing Climate,Poster,0.0,24.0,2015
5697,Thursday,17 December 2015,14.0,Moscone West,2007,0.0,Planetary Sciences,Vesta and Ceres as Seen by Dawn and Earth-Based Instruments,Oral,0.0,7.0,2015
5698,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Global Change Impacts in West Africa,Poster,0.0,16.0,2015
5699,Monday,14 December 2015,4.0,Moscone South,306,0.0,Tectonophysics,Coupled Thermo-Hydro-Mechanical-Chemical Processes Related to Geoenergy and Geoengineering Applications,Oral,0.0,5.0,2015
5700,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Seismology,Seismology Contributions,Poster,0.0,14.0,2015
5701,Thursday,17 December 2015,6.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Magnetic Reconnection,Poster,0.0,8.0,2015
5703,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Seismology,Seismic Modeling and Inversion,Poster,0.0,15.0,2015
5704,Thursday,17 December 2015,4.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Scientific Aspects of Space Weather Forecasting,Oral,0.0,8.0,2015
5705,Monday,14 December 2015,8.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Titan,Poster,0.0,16.0,2015
5706,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Recent Advances in Understanding the Magnetospheric Waves and Their Effects on Energetic Particles,Poster,0.0,16.0,2015
5707,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Hydrochronology,Poster,0.0,18.0,2015
5708,Wednesday,16 December 2015,4.0,Moscone West,2002,0.0,Geodesy,Measuring Changes at Volcanoes Using Geodesy,Oral,0.0,4.0,2015
5709,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Seismic Anisotropy across Scales in the Mantle,Poster,0.0,12.0,2015
5710,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Nonlinear Geophysics,"Advances in Data Assimilation, Predictabilit, and Uncertainty Quantification",Poster,0.0,13.0,2015
5711,Tuesday,15 December 2015,1.0,Moscone South,103,0.0,Public Affairs,The Many Sides of Sharing Science,Oral,1.0,10.0,2015
5712,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Public Affairs,More Bang for Your Buck,Poster,0.0,8.0,2015
5713,Monday,14 December 2015,2.0,Moscone West,3007,0.0,Cryosphere,Glacier-Ocean Interactions,Oral,1.0,15.0,2015
5714,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Atmospheric Oxidation Capacity Constraints,Poster,0.0,11.0,2015
5715,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Seismic Anisotropy across Scales in the Mantle,Poster,0.0,20.0,2015
5717,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Regional Climate Modeling,Poster,0.0,18.0,2015
5718,Wednesday,16 December 2015,9.0,Moscone South,Poster Hall,0.0,Hydrology,"Water Resources, Climate Change, and Sustainability",Poster,0.0,14.0,2015
5719,Thursday,17 December 2015,4.0,Moscone South,310,0.0,Education,The Role of Scientists as Communicators,Oral,0.0,15.0,2015
5720,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Hydrology,"Global Precipitation Measurement, Validation, and Applications",Poster,0.0,10.0,2015
5721,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Education,Current Thinking on the Value and Best Practices of Mentoring,Poster,0.0,2.0,2015
5722,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Tectonophysics,"Mantle, Crust, and Surface Dynamics in the Mediterranean System",Poster,0.0,4.0,2015
5723,Tuesday,15 December 2015,12.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Results from the MAVEN Mission to Mars,Poster,0.0,6.0,2015
5724,Friday,18 December 2015,5.0,Moscone South,Poster Hall,0.0,Cryosphere,"Hydrology of Glaciers, Ice Caps, and Ice Sheets in Past, Present, and Future Climates",Poster,0.0,15.0,2015
5725,Wednesday,16 December 2015,3.0,Moscone West,3024,0.0,Hydrology,Water Quality and Water Contamination in Rivers,Oral,0.0,15.0,2015
5726,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,Physical Properties of Earth Materials (PPEM),Poster,0.0,13.0,2015
5727,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Hydroclimatic Extremes,Poster,0.0,14.0,2015
5728,Friday,18 December 2015,7.0,Moscone West,3011,0.0,Hydrology,Regional to Global Surface Water Storage and Runoff,Oral,0.0,19.0,2015
5729,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Geochemistry of Sediments and Sediment Recycling and Implications for Crust and Mantle Evolution over Earth History,Poster,0.0,23.0,2015
5730,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Seismology,Geophysical Monitoring for Geologic Carbon Storage,Poster,0.0,13.0,2015
5732,Wednesday,16 December 2015,12.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Temporal and Spatial Variability of Late Quaternary Climate Events,Poster,0.0,27.0,2015
5733,Monday,14 December 2015,3.0,Moscone South,307,0.0,Seismology,Bridging the Moho,Oral,0.0,13.0,2015
5734,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Large-Scale Atmospheric Transport and Mixing,Poster,0.0,19.0,2015
5737,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Soil Organic Matter,Poster,0.0,18.0,2015
5738,Tuesday,15 December 2015,8.0,Moscone South,102,0.0,"Volcanology, Geochemistry and Petrology",Glacial Cycles and Volcanism on Land and Undersea,Oral,0.0,10.0,2015
5739,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Turbulence and Dissipation in the Solar Wind Plasma,Poster,0.0,18.0,2015
5740,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Advances in Research on Fluvial Sediment Regimes,Poster,0.0,22.0,2015
5741,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Natural Hazards,Tsunami Hazard Response and Mitigation,Poster,0.0,10.0,2015
5742,Thursday,17 December 2015,3.0,Moscone South,307,0.0,Seismology,Characterization and Modeling of Seismic Energy Losses,Poster,0.0,7.0,2015
5743,Thursday,17 December 2015,7.0,Moscone West,2006,0.0,Biogeosciences,Integrating Remote Sensing Observations and Eddy Covariance Observations,Poster,0.0,19.0,2015
5744,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,Hot Spots and Hot Moments at System Interfaces,Poster,0.0,18.0,2015
5745,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Global Environmental Change,"Stream Hydrology, Stream Temperature, Water Quality, and Aquatic Habitats under Climatic Variability and Change",Poster,0.0,14.0,2015
5746,Friday,18 December 2015,6.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Taking the Temperature of the Earth,Poster,0.0,18.0,2015
5749,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Hydroclimatic Extremes,Poster,0.0,7.0,2015
5750,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Seismology,Seismic Modeling and Inversion,Poster,0.0,15.0,2015
5752,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,796.0,SPA-Magnetospheric Physics,Comparative Studies of the Storm-Time Inner Magnetosphere,Poster,0.0,7.0,2015
5753,Thursday,17 December 2015,4.0,Moscone West,3004,0.0,Atmospheric Sciences,Tropical Cyclones,Oral,0.0,13.0,2015
5754,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Quantifying Aviation Impacts on Air Quality and Climate,Poster,0.0,7.0,2015
5755,Monday,14 December 2015,5.0,Moscone South,306,0.0,Tectonophysics,"Geometry, Connectivity, and Dynamics of Fault Intersections and Stepovers",Poster,0.0,16.0,2015
5756,Friday,18 December 2015,6.0,Moscone West,2016,0.0,SPA-Aeronomy,Ionizing Radiation Environments throughout the Solar System,Poster,0.0,10.0,2015
5757,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Education,Implementing K-12 Geoscience with the Next-Generation Science Standards,Poster,0.0,8.0,2015
5758,Monday,14 December 2015,3.0,Moscone West,2016,0.0,SPA-Aeronomy,Magnetosphere-Ionosphere-Thermosphere Coupling in the Polar Cap,Oral,0.0,13.0,2015
5759,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Cloud Observations and Uncertainties,Poster,0.0,14.0,2015
5760,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Fifty Years of Space Weather Forecasting,Poster,0.0,11.0,2015
5761,Tuesday,15 December 2015,8.0,Moscone South,Poster Hall,0.0,Natural Hazards,"Advances in Tsunami Observation, Modeling, and Forecasting",Poster,0.0,7.0,2015
5762,Friday,18 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Air Pollution, Greenhouse Gases, and Emissions in East Asia and Its Interactions with the World",Poster,0.0,9.0,2015
5763,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Nonlinear Geophysics,Hydrologic Dynamics and Analytics,Poster,0.0,19.0,2015
5764,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Cryosphere,Advances in Understanding Sea Ice Variability and Change in the Coupled Earth System,Poster,0.0,18.0,2015
5765,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Vertical Coupling of the Lower Atmosphere to the Thermosphere-Ionosphere System,Poster,0.0,19.0,2015
5766,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,The El Nino-Southern Oscillation Continuum,Poster,0.0,14.0,2015
5768,Friday,18 December 2015,1.0,Moscone West,3001,0.0,Global Environmental Change,Observed and Projected Climate Change Impacts on Water Resources and Agriculture,Oral,0.0,3.0,2015
5770,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Cryosphere,"Where, When, and Why Will Arctic Landscapes Get Wetter or Drier?",Poster,1.0,16.0,2015
5771,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Persistent Problems in Multiphase Flow and Transport in Porous Media,Poster,0.0,9.0,2015
5772,Monday,14 December 2015,17.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Second State of the Carbon Cycle Report (2016),Poster,0.0,6.0,2015
5773,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Styles of Volcanism,Poster,0.0,11.0,2015
5774,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Hydrology,"Emerging Issues in Ecohydrology, Agricultural Systems, Land Use Change, and Climate Change in the Tropics",Poster,0.0,12.0,2015
5775,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Geophysical Methods for Groundwater Evaluation and Management,Poster,0.0,13.0,2015
5776,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Seismology,Seismic Modeling and Inversion,Poster,0.0,18.0,2015
5777,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Aerosol Property Affected by Biomass Burning,Poster,0.0,19.0,2015
5778,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Seismology,Earthquake Source Studies,Poster,0.0,16.0,2015
